的,of,de0
杓,(star),biao1,0.7117857142857142,0.45778500000000005,0.830306122449,-0.46065529348,0.09,0.4771
忘,to forget,wang4,0.1949392361111111,1.69756,-0.498727678571,1.0,212.24,3.8525
底,(equivalent to 的 as possessive particle),de0,0.010850694444444444,0.0,-0.972098214286,-1.0,117.0,3.5938
漾,to overflow,yang4,0.003787878787878788,1.6824550000000003,-0.99025974026,0.982203869083,0.36,1.0792
我,I,wo3
侮,to insult,wu3,0.5833333333333333,0.40612000000000004,0.75,-0.569058975877,0.09,0.4771
更,to change or replace,geng1,0.6666666666666666,1.529945,1.0,0.893559701444,961.44,4.5086
肟,oxime,wo4,0.047619047619047596,0.075,-0.857142857143,-1.0,0.09,0.4771
冈,ridge,gang1,0.0,1.61173,-1.0,1.0,3.91,2.1173
你,"you (informal, as opposed to courteous 您[nin2])",ni3
伺,to wait on,ci4,0.8333333333333333,0.304615,1.0,-0.610565106639,0.24,0.9031
仰,surname Yang,yang3,0.6833333333333332,1.4031000000000002,0.64,0.79379248847,2.27,1.8808
昵,variant of 暱|昵[ni4],ni4,0.02962962962962963,0.075,-0.928888888889,-0.904116287766,3.28,2.0414
剜,to scoop out,wan1,0.0,1.4453399999999998,-1.0,0.8477941952,0.27,0.9542
了,(modal particle intensifying preceding clause),le0
七,seven,qi1,0.6666666666666666,0.39484500000000006,1.0,-0.707200456719,58.78,3.2949
亡,to die,wang2,0.5,1.56061,0.5,0.805375527919,7.36,2.3927
搂,to draw towards oneself,lou1,0.004938271604938272,0.16918,-0.985185185185,-1.0,4.2,2.1492
望,full moon,wang4,0.012121212121212121,1.7106100000000002,-0.963636363636,1.0,12.22,2.6128
不,(negative prefix),bu4
丑,surname Chou,chou3,0.6666666666666666,0.33414,0.666666666667,-0.591590784086,26.05,2.9415
环,surname Huan,huan2,0.8,1.2171699999999999,1.0,0.487710077614,16.6,2.7459
部,ministry,bu4,0.0,0.0,-1.0,-1.0,162.04,3.7353
剜,to scoop out,wan1,0.0,1.5430450000000002,-1.0,0.886017234004,0.27,0.9542
他,he or him,ta1
仨,three (colloquial equivalent of 三個|三个),sa1,0.8333333333333333,0.058195,1.0,-0.928114384535,2.12,1.8513
仪,apparatus,yi2,0.8333333333333333,1.10563,1.0,0.365734049781,9.66,2.5105
踏,see 踏實|踏实[ta1 shi5],ta1,0.01318359375,0.0,-0.968359375,-1.0,19.58,2.8176
蛹,chrysalis,yong3,0.010256410256410256,1.5440999999999998,-0.975384615385,0.907355938484,0.33,1.0414
好,good,hao3
如,as,ru2,0.8333333333333333,0.41755000000000003,1.0,-0.508994323243,171.31,3.7594
安,surname An,an1,0.7499999999999999,1.4534399999999998,0.8,0.709130142081,51.78,3.2398
海,surname Hai,hai3,0.03061224489795918,0.12135499999999999,-0.926530612245,-0.857296146802,52.82,3.2485
臃,see 臃腫|臃肿[yong1 zhong3],yong1,0.03365384615384615,1.6895449999999999,-0.919230769231,0.986770892436,0.03,0.0
有,to have,you3
月,moon,yue4,0.6666666666666666,0.39550500000000005,1.0,-0.519310879176,365.25,4.0882
虫,"lower form of animal life, including insects, insect larvae, worms and similar creatures",chong2,0.5555555555555555,1.445765,0.666666666667,0.757154793917,27.39,2.9633
友,friend,you3,0.08333333333333333,0.0,-0.75,-1.0,13.62,2.6599
刚,hard,gang1,0.0,1.627425,-1.0,0.977940841347,324.56,4.0369
这,this,zhe4
逻,patrol,luo2,0.7222222222222222,0.52919,0.805555555556,-0.376712248095,0.15,0.699
文,surname Wen,wen2,0.8,1.4341949999999999,1.0,0.689215928766,32.49,3.0374
厕,variant of 廁|厕[ce4],ce4,0.0,0.06657,-1.0,-0.921592876577,2.33,1.8921
剜,to scoop out,wan1,0.0,1.6065150000000001,-1.0,0.892176954878,0.27,0.9542
就,at once,jiu4
厩,stable,jiu4,0.19431818181818183,0.0,-0.467012987013,-1.0,0.3,1.0
昂,to lift,ang2,0.18200231481481477,1.7263249999999999,-0.500793650794,0.916727964138,6.05,2.3075
疚,chronic disease,jiu4,0.026041666666666664,0.0,-0.928571428571,-1.0,0.03,0.0
肮,dirty,ang1,0.04629629629629629,1.801325,-0.873015873016,1.0,0.09,0.4771
会,can,hui4
企,to plan a project,qi3,0.75,0.40063000000000004,1.0,-0.586227552641,1.01,1.5315
肮,dirty,ang1,0.17361111111111108,1.9364750000000002,-0.537037037037,1.0,0.09,0.4771
